stud_id,tepsb_sex,sample,svyunit,ym,contact,cp19v01,cp19v02,cp19v05,cp19v28,cp19v29,cp19v29_1,cp19v29_2,cp19v30,cp19v31_g,cp19v31_gd,cp19v32,cp19v32_1,cp19v32_2,cp19v33v34,cp19v33v34_u,cp19v33v34_ud,cp19v35,cp19v36,cp19v37_1,cp19v37_2,cp19v37_3,cp19v37_4,cp19v37_5,cp19v37_6,cp19v37_7,cp19v37_8,cp19v37_9,cp19v38,cp19v39,cp19v40,cp19v41,cp19v42,cp19v43_1_k1,cp19v43_1_k2,cp19v43_2_k1,cp19v43_2_k2,cp19v43_2_k3,cp19v43_2_k4,cp19v43_3_k1,cp19v43_3_k2,cp19v43_4_k1,cp19v43_4_k2,cp19v43_4_k3,cp19v43_4_k4,cp19v43_A1,cp19v43_A2,cp19v43_A3,cp19v43_A4,cp19v44,cp19v45_1,cp19v45_2,cp19v45_3,cp19v45_4,cp19v45_A,cp19v46,cp19v47,cp19v48,cp19v49_1,cp19v49_2,cp19v50_k1,cp19v50_k2,cp19v50_k3,cp19v51,cp19v52,cp19v53,cp19v54,cp19v55,cp19v56,cp19v57,cp19v57_1,cp19v58,cp19v59,cp19v60,cp19v61,cp19v62,cp19v63,cp19v63_k,cp19v64,cp19v65,cp19v66,cp19v66_k,cp19v67,cp19v68,cp19v69,cp19v70,cp19v71,cp19v72,cp19v73,cp19v74,cp19v75,cp19v76,cp19v76_k,cp19v77,cp19v78,cp19v78_k,cp19v79,cp19v79_1,cp19v79_2,cp19v80_1,cp19v80_2,cp19v80_3,cp19v80_4,cp19v80_5,cp19v80_6,cp19v80_7,cp19v80_8,cp19v80_9,cp19v80_10,cp19v80_11,cp19v80_12,cp19v80_13,cp19v80_14,cp19v81,cp19v82,cp19v83,cp19v84,cp19v30_x,cp19v31_g_x,cp19v31_gd_x,cp19v32_x,cp19v32_1_x,cp19v32_2_x,cp19v33v34_u_x,cp19v33v34_ud_x,cp19v35_x,cp19v36_x,cp19v69_x,cp19v71_x,cp19v72_x,cp19v73_x,cp19v74_x,cp19v75_x,cp19v76_x,cp19v76_k_x,cp19v77_x,cp19v78_x,cp19v78_k_x
16183,1,1,1,10903,2,1,1,3,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,1,999,99,999,99,999,99,999,99,107,3,108,12,16,3,17,12,4,99,8,99,99,8,99,99,99,99,3,997,997,997,4,1,1,2,2,99,1,99,2,5,26,7,24,2,9999,16,45,19, ,2,2,12,2,1,2,26,9,21,2,9999,50,10, ,2,999,999,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2,1,180,70,7,1,5,1,9,9,3,5,99,99,12,1,2,26,9,21,2,9999,50,10, 
05433,2,1,1,10904,2,1,2,9,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,107,10,999,99,999,99,16,10,95,95,1,6,99,99,99,6,99,99,99,99,2,2,1,1,4,1,1,2,2,99,1,99,2,8,69,5,33,1,2,14,40,7, ,2,2,99,3,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,162,49,5,99,99,1,6,4,3,3,99,99,9,1,2,69,3,43,2,9999,40,96, 
16661,2,1,1,10902,2,2,1,24,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,12,99,99,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,8,99,8,1,3,12,99,99,999,999,999,3,3,2,99,2,1,99,1,2,4,64,9,33,1,5,9,997,7, ,99,1,99,99,99,99,999,99,9999,99,9999,999,99, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,165,997,6,99,99,1,6,4,6,3,99,99,99,99,99,999,99,9999,99,9999,999,99, 
12413,1,8,8, ,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
16380,2,1,1,10904,2,8,2,24,2,99,99,99,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,11,99,99,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,7,99,7,1,2,13,99,99,999,999,999,1,2,1,99,2,99,1,99,2,97,79,97,23,2,9999,13,997,97, ,99,1,99,99,99,99,999,99,9999,99,9999,999,97, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,157,997,97,99,99,99,99,99,99,99,99,99,99,99,99,999,99,9999,99,9999,999,97, 
11840,2,1,1,10903,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
13996,2,1,1,10902,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
18772,1,1,1,10904,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
11321,2,1,1,10903,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
17671,1,1,1,10903,2,1,1,4,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,2,99,999,99,999,99,999,99,105,7,999,99,999,99,14,7,95,95,1,6,99,99,99,6,99,99,99,99,3,2,0,2,3,1,1,2,2,99,2,99,99,2,51,3,52,2,9999,12,50,7, ,5,2,99,2,99,99,999,99,9999,99,9999,999,99, ,1,51,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,167,64,6,99,99,1,6,4,6,3,99,99,11,1,2,66,97,33,2,9999,997,96, 
16332,1,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
02438,2,1,1,10904,2,1,2,2,1,1,6,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,1,999,99,999,99,999,99,999,99,97,4,107,11,6,4,16,11,1,99,7,99,99,7,99,99,99,99,3,2,994,994,3,3,2,99,2,2,99,99,99,99,999,99,9999,99,9999,99,999,99, ,99,99,99,99,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,3,162,49,6,99,99,1,6,4,1,2,1,2,99,99,99,999,99,9999,99,9999,999,99, 
13291,2,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
00061,1,1,1,10902,2,1,1,1,1,1,12,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,1,994,994,4,3,1,4,1,99,1,99,2,8,44,5,34,2,9999,15,40,6, ,2,1,99,99,99,99,999,99,9999,99,9999,999,5, ,2,999,999,0,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,177,72,6,99,99,1,12,9,6,8,99,99,99,99,99,999,99,9999,99,9999,999,5, 
19856,2,1,1,10903,2,1,2,8,1,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,0,0,0,4,1,1,2,2,99,1,99,2,8,21,4,93,2,9999,13,40,5, ,4,2,99,5,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,158,58,5,99,99,3,99,99,8,6,99,99,6,1,2,51,4,51,2,9999,35,96, 
08323,2,1,1,10902,2,1,2,10,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,13,99,99,97,8,999,99,999,99,999,99,999,99,999,99,6,8,95,95,1,99,99,7,99,7,1,3,12,1,99,2,1,1,1,3,1,1,2,99,4,99,99,1,44,2,34,2,9999,97,60,98, ,1,1,99,99,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,166,55,6,99,99,1,6,4,6,2,99,99,99,99,99,999,99,9999,99,9999,999,99, 
15189,2,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
14428,1,1,1,10904,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
00202,1,1,1,10902,2,1,1,8,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,105,8,999,99,999,99,14,8,95,95,1,6,99,99,99,6,99,99,99,99,4,2,1,1,4,3,1,2,2,99,1,99,1,3,98,8,54,2,9999,18,40,13, ,4,1,99,99,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,0,1,1,1,1,1,1,0,0,0,0,0,3,2,174,60,6,99,99,1,6,4,1,3,99,99,99,99,99,999,99,9999,99,9999,999,99, 
14975,2,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
00801,1,8,8, ,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
00171,2,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
10766,1,8,8, ,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
05067,1,1,1,10902,2,1,1,2,1,1,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,104,11,999,99,999,99,13,11,95,95,3,6,99,99,99,6,99,99,99,99,3,2,994,994,1,3,1,2,2,99,1,99,2,8,69,6,34,2,9999,15,42,12, ,2,2,14,2,1,2,29,8,21,2,9999,40,8, ,2,999,999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,179,57,7,1,5,1,10,9,1,5,99,99,14,1,2,29,8,21,2,9999,40,8, 
06650,1,1,1,10904,2,1,1,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,997,997,997,4,1,1,2,1,99,1,99,2,8,47,3,35,2,9999,15,40,8, ,4,2,99,4,99,99,999,99,9999,99,9999,999,99, ,1,997,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,191,115,6,99,99,1,6,4,6,4,99,99,9,1,2,46,3,52,2,9999,40,96, 
12931,1,1,1,10902,2,1,1,1,1,1,7,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,2,99,999,99,999,99,999,99,997,97,999,99,999,99,97,97,95,95,98,7,99,99,99,7,99,99,99,99,98,998,998,998,3,3,1,3,2,99,4,99,99,1,74,98,33,98,9999,16,997,98, ,3,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,187,100,6,99,99,1,7,4,6,8,1,2,97,1,2,51,2,51,2,9999,40,96, 
09602,2,8,8, ,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
16728,1,1,1,10903,2,1,1,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,2,99,999,99,999,99,999,99,107,97,999,99,999,99,16,97,95,95,3,1,99,99,99,1,99,99,99,99,2,2,994,994,3,3,1,2,2,99,1,99,2,5,21,9,81,2,9999,11,40,9, ,5,2,99,3,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,178,70,6,99,99,1,6,4,6,3,99,99,10,1,2,92,97,31,2,9999,48,96, 
09218,1,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
04676,2,1,1,10904,2,2,1,15,1,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,97,97,99,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,97,97,1,96,96,99,99,999,999,999,8,3,1,99,2,99,1,99,2,5,81,97,42,2,9999,18,997,97, ,99,1,99,99,99,99,999,99,9999,99,9999,999,97, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,997,997,3,99,99,3,99,99,99,99,99,99,99,99,99,999,99,9999,99,9999,999,97, 
10143,1,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
06223,2,1,1,10903,2,1,2,4,1,1,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,997,994,994,3,3,1,2,2,99,1,99,2,12,81,9,22,2,9999,13,75,21,12-13퇥,2,1,99,99,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,3,157,47,6,99,99,1,10,4,6,7,99,99,99,99,99,999,99,9999,99,9999,999,99, 
12130,2,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
19430,1,1,1,10904,2,2,1,11,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,7,3,1,99,2,99,1,99,2,9,19,97,24,97,9999,16,997,97, ,99,2,97,3,1,2,77,97,22,2,9999,997,97, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,997,997,7,3,5,1,8,8,3,5,99,99,97,1,2,77,97,22,2,9999,997,97, 
15854,2,1,1,10902,2,1,2,8,1,1,7,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,8,99,99,95,97,999,99,999,99,999,99,999,99,999,99,4,97,95,95,1,99,99,6,99,6,2,3,11,2,99,2,1,1,5,1,1,2,2,99,3,99,99,1,48,2,33,2,9999,11,40,21,300000,3,2,10,2,1,2,47,3,52,2,9999,40,6, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,156,50,5,99,99,1,7,4,8,7,1,1,10,1,2,47,3,52,2,9999,40,6, 
14768,1,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
18002,2,1,1,10902,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
15091,1,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
06776,1,1,1,10902,2,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,108,7,999,99,999,99,17,7,95,95,1,5,99,99,99,5,99,99,99,99,3,2,994,994,4,1,1,3,2,99,2,99,99,2,64,4,33,2,9999,10,40,7, ,5,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,180,63,5,99,99,1,6,6,9,5,99,99,10,1,2,47,4,43,1,3,48,96, 
12487,1,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
13669,2,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
14924,2,1,1,10902,2,1,2,14,1,1,6,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,2,1,1,3,1,1,2,2,99,1,99,2,8,24,5,31,2,9999,9,40,98, ,2,1,99,99,99,99,999,99,9999,99,9999,999,5, ,2,999,999,0,0,0,1,0,1,1,1,1,0,0,0,0,0,2,3,167,65,5,99,99,1,6,4,8,3,1,1,99,99,99,999,99,9999,99,9999,999,5, 
14697,2,1,1,10902,2,1,2,16,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,0,0,0,4,1,1,2,2,99,1,99,2,6,92,97,52,2,9999,12,40,5, ,2,2,99,3,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,160,80,5,99,99,1,6,4,8,3,99,99,10,1,2,81,3,32,2,9999,54,96, 
15692,1,1,1,10904,2,3,2,8,1,1,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,4,1,1,99,2,99,1,99,2,14,25,6,31,2,9999,11,40,8, ,99,1,99,99,99,99,999,99,9999,99,9999,999,99, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,178,997,6,99,99,1,97,97,1,5,1,1,99,99,99,999,99,9999,99,9999,999,99, 
