stud_id,tepsb_sex,sample,svyunit,ym,contact,cp19v01,cp19v02,cp19v05,cp19v28,cp19v29,cp19v29_1,cp19v29_2,cp19v30,cp19v31_g,cp19v31_gd,cp19v32,cp19v32_1,cp19v32_2,cp19v33v34,cp19v33v34_u,cp19v33v34_ud,cp19v35,cp19v36,cp19v37_1,cp19v37_2,cp19v37_3,cp19v37_4,cp19v37_5,cp19v37_6,cp19v37_7,cp19v37_8,cp19v37_9,cp19v38,cp19v39,cp19v40,cp19v41,cp19v42,cp19v43_1_k1,cp19v43_1_k2,cp19v43_2_k1,cp19v43_2_k2,cp19v43_2_k3,cp19v43_2_k4,cp19v43_3_k1,cp19v43_3_k2,cp19v43_4_k1,cp19v43_4_k2,cp19v43_4_k3,cp19v43_4_k4,cp19v43_A1,cp19v43_A2,cp19v43_A3,cp19v43_A4,cp19v44,cp19v45_1,cp19v45_2,cp19v45_3,cp19v45_4,cp19v45_A,cp19v46,cp19v47,cp19v48,cp19v49_1,cp19v49_2,cp19v50_k1,cp19v50_k2,cp19v50_k3,cp19v51,cp19v52,cp19v53,cp19v54,cp19v55,cp19v56,cp19v57,cp19v57_1,cp19v58,cp19v59,cp19v60,cp19v61,cp19v62,cp19v63,cp19v63_k,cp19v64,cp19v65,cp19v66,cp19v66_k,cp19v67,cp19v68,cp19v69,cp19v70,cp19v71,cp19v72,cp19v73,cp19v74,cp19v75,cp19v76,cp19v76_k,cp19v77,cp19v78,cp19v78_k,cp19v79,cp19v79_1,cp19v79_2,cp19v80_1,cp19v80_2,cp19v80_3,cp19v80_4,cp19v80_5,cp19v80_6,cp19v80_7,cp19v80_8,cp19v80_9,cp19v80_10,cp19v80_11,cp19v80_12,cp19v80_13,cp19v80_14,cp19v81,cp19v82,cp19v83,cp19v84,cp19v30_x,cp19v31_g_x,cp19v31_gd_x,cp19v32_x,cp19v32_1_x,cp19v32_2_x,cp19v33v34_u_x,cp19v33v34_ud_x,cp19v35_x,cp19v36_x,cp19v69_x,cp19v71_x,cp19v72_x,cp19v73_x,cp19v74_x,cp19v75_x,cp19v76_x,cp19v76_k_x,cp19v77_x,cp19v78_x,cp19v78_k_x
14889,2,1,1,10903,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
14936,1,1,1,10904,2,3,2,24,1,1,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,3,3,1,99,2,99,1,99,2,5,997,97,24,97,9999,17,40,97, ,99,2,16,2,1,2,77,8,24,97,9999,50,9, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,168,71,7,1,5,1,97,10,6,5,99,99,16,1,2,77,8,24,97,9999,50,9, 
01436,2,1,1,10903,2,1,2,8,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,1,999,99,999,99,999,99,999,99,106,10,107,6,15,10,16,6,1,99,6,99,99,6,99,99,99,99,3,2,994,994,4,1,2,99,1,1,99,1,2,9,54,4,34,2,9999,16,40,6, ,3,2,99,4,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,164,53,5,99,99,1,6,4,8,3,99,99,7,1,2,8,4,51,1,3,60,96, 
03417,2,1,1,10902,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
19964,1,1,1,10902,2,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,997,997,997,4,1,1,2,2,99,1,99,1,11,98,6,31,2,9999,12,45,9, ,2,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2,1,172,60,6,99,99,1,7,4,1,5,99,99,11,1,2,39,9,31,1,9997,60,96, 
01088,1,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
09171,2,1,1,10904,2,3,2,24,2,99,99,99,7,11,7,2,99,99,5,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,3,3,2,99,2,1,99,1,1,9,98,97,33,2,9999,13,40,7, ,99,2,99,2,99,99,999,99,9999,99,9999,999,99, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,154,45,7,11,7,2,99,99,6,7,99,99,10,1,2,81,97,32,2,9999,40,96, 
14303,2,1,1,10902,2,1,2,8,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,1,999,99,999,99,999,99,999,99,106,12,108,2,15,12,17,2,1,99,98,99,99,98,99,99,99,99,3,2,1,1,4,1,2,99,1,1,99,1,2,6,66,4,41,2,9999,17,50,6, ,5,1,99,99,99,99,999,99,9999,99,9999,999,99, ,1,997,999,0,1,1,1,1,1,1,1,1,0,0,0,0,0,2,1,155,47,6,99,99,1,6,4,1,5,99,99,99,99,99,999,99,9999,99,9999,999,99, 
06022,2,1,1,10903,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
10731,1,1,1,10902,2,1,1,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,107,11,999,99,999,99,16,11,95,95,1,7,99,99,99,7,99,99,99,99,1,2,994,994,3,3,1,2,2,99,1,99,2,6,46,4,52,1,2,17,40,8, ,3,2,99,4,99,99,999,99,9999,99,9999,999,99, ,1,1,999,0,0,1,1,1,1,1,1,0,1,0,0,0,0,2,2,178,77,6,99,99,1,6,4,1,6,99,99,10,1,96,1,4,61,96,9999,48,5, 
06410,2,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
03859,2,1,1,10904,2,3,2,2,1,1,97,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,999,999,999,4,1,1,99,2,99,1,99,2,4,38,97,21,97,9999,97,40,97, ,99,1,99,99,99,99,999,99,9999,99,9999,999,97, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,155,50,7,1,6,1,97,8,1,6,1,2,99,99,99,999,99,9999,99,9999,999,97, 
09325,1,1,1,10902,2,1,1,8,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,1,999,99,999,99,999,99,999,99,107,4,108,8,16,4,17,8,4,99,7,99,99,7,99,99,99,99,3,2,1,1,4,1,1,2,2,99,1,99,2,8,38,4,31,2,9999,18,40,7, ,2,2,99,5,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,170,85,6,99,99,1,7,6,6,4,99,99,11,1,96,44,4,43,96,9999,40,4, 
19318,1,1,1,10903,2,1,1,10,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,997,997,997,4,1,1,2,2,99,1,99,1,11,79,6,41,1,10,15,40,8, ,2,1,99,99,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,3,176,90,7,1,3,1,9,9,6,3,99,99,99,99,99,999,99,9999,99,9999,999,99, 
12139,1,1,1,10904,2,3,2,8,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,97,99,99,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,97,99,97,1,3,97,99,99,999,999,999,1,3,97,99,97,97,99,99,99,99,999,99,9999,99,9999,99,999,99, ,99,99,99,99,99,99,999,99,9999,99,9999,999,99, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,168,997,5,99,99,1,6,4,4,3,99,99,99,99,99,999,99,9999,99,9999,999,99, 
06249,1,1,1,10902,2,1,1,8,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,14,99,99,107,98,999,99,999,99,999,99,999,99,999,99,16,98,95,95,1,99,99,6,99,6,2,1,99,3,99,2,994,994,8,3,1,3,2,99,1,99,1,11,98,4,54,2,9999,15,50,12, ,3,2,99,3,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,2,173,80,5,99,99,1,8,4,9,3,99,99,7,1,2,47,3,52,2,9999,48,96, 
16713,1,1,1,10904,2,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,1,999,99,999,99,999,99,999,99,997,97,997,97,97,97,97,97,2,99,7,99,99,7,99,99,99,99,3,1,994,994,6,3,2,99,1,1,99,1,2,6,69,4,43,2,9999,97,45,7, ,2,1,99,99,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,1,1,1,1,0,0,0,1,0,0,0,0,0,2,3,170,66,6,99,99,1,6,4,6,3,99,99,99,99,99,999,99,9999,99,9999,999,99, 
08627,1,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
14849,2,1,1,10902,2,1,2,8,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,11,99,99,102,4,999,99,999,99,999,99,999,99,999,99,11,4,95,95,3,99,99,2,99,2,1,3,11,2,99,2,2,0,3,2,1,3,2,99,1,99,2,5,46,2,52,2,9999,15,54,5, ,2,2,99,6,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,158,60,4,99,99,1,5,4,4,3,99,99,5,1,96,96,3,51,96,9999,44,2, 
11826,2,1,1,10904,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
00493,2,1,1,10902,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
13934,2,8,8, ,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
06971,1,1,1,10904,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
05729,1,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
02271,2,1,1,10902,2,1,2,7,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,12,99,99,94,6,999,99,999,99,999,99,999,99,999,99,3,6,95,95,1,99,99,8,99,8,1,2,12,2,99,1,994,994,4,1,1,2,2,99,1,99,1,8,98,5,33,2,9999,12,40,7, ,4,2,99,3,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,160,53,5,99,99,1,6,4,8,4,99,99,9,1,2,46,3,32,2,9999,50,96, 
04626,1,1,1,10902,2,1,1,16,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,1,999,99,999,99,999,99,999,99,98,97,99,6,7,97,8,6,1,99,7,99,99,7,99,99,99,99,3,2,1,1,6,3,1,1,2,99,1,99,1,16,79,6,23,2,9999,15,45,7, ,2,1,99,99,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,2,165,62,7,1,2,2,99,99,1,2,99,99,99,99,99,999,99,9999,99,9999,999,99, 
07973,1,1,1,10902,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
13842,2,1,1,10902,2,1,2,15,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,1,999,99,999,99,999,99,999,99,97,97,101,97,6,97,10,97,1,99,8,99,99,8,99,99,99,99,3,2,2,0,4,1,1,4,1,99,1,99,2,8,84,97,34,2,9999,13,40,5, ,4,1,99,99,99,99,999,99,9999,99,9999,999,99, ,1,76,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,157,50,6,99,99,1,7,5,6,2,99,99,99,99,99,999,99,9999,99,9999,999,99, 
04627,2,1,1,10904,2,4,1,15,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,97,99,99,99,97,99,99,99,99,99,999,999,999,3,3,2,99,2,1,99,1,2,8,47,97,93,2,9999,97,40,5, ,99,1,99,99,99,99,999,99,9999,99,9999,999,5, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,162,55,6,99,99,1,7,5,6,4,99,99,99,99,99,999,99,9999,99,9999,999,5, 
06713,1,1,1,10903,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
16111,1,1,1,10904,2,3,2,97,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,14,99,99,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,2,99,2,1,1,99,99,99,999,999,999,4,3,1,99,2,99,1,99,1,97,997,97,9997,97,9999,97,997,97, ,99,1,99,99,99,99,999,99,9999,99,9999,999,99, ,99,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,174,997,5,99,99,1,6,6,4,5,99,99,99,99,99,999,99,9999,99,9999,999,99, 
15668,1,1,1,10904,2,1,1,4,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,104,5,999,99,999,99,13,5,95,95,1,6,99,99,99,6,99,99,99,99,3,1,0,1,4,3,1,2,2,99,2,99,99,2,70,3,31,2,9999,7,40,13, ,5,1,99,99,99,99,999,99,9999,99,9999,999,99, ,2,999,999,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,3,172,70,5,99,99,1,6,4,8,5,99,99,99,99,99,999,99,9999,99,9999,999,99, 
09984,1,1,1,10902,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
09676,1,1,1,10904,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
08843,2,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
07642,1,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
12835,1,8,8, ,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
09212,1,1,1,10903,2,1,1,10,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,13,99,99,105,2,999,99,999,99,999,99,999,99,999,99,14,2,95,95,1,99,99,8,99,8,1,1,99,2,99,2,1,1,4,1,1,1,2,99,1,99,2,8,60,9,35,2,9999,12,40,9, ,1,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,177,70,5,99,99,1,6,4,8,5,99,99,10,1,2,27,9,21,2,9999,40,96, 
05007,1,1,1,10903,2,1,1,8,1,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,101,11,999,99,999,99,10,11,95,95,4,6,99,99,99,6,99,99,99,99,3,1,994,994,3,1,1,1,2,99,2,99,99,2,21,3,81,2,9999,8,40,5, ,5,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,178,80,1,99,99,3,99,99,99,99,99,99,7,2,99,21,3,81,2,9999,48,96, 
07878,1,1,1,10903,2,1,1,8,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,2,99,999,99,999,99,999,99,107,12,999,99,999,99,16,12,95,95,3,6,99,99,99,6,99,99,99,99,2,2,1,1,3,3,1,1,2,99,1,99,2,8,70,4,21,2,9999,15,50,10, ,1,2,99,3,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,168,72,7,1,5,1,8,8,1,5,99,99,11,1,2,70,4,21,2,9999,40,96, 
10449,1,1,1,10903,2,1,1,14,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,3,2,999,99,999,99,999,99,999,99,999,99,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,1,994,994,3,3,1,3,2,99,1,99,2,9,27,9,21,2,9999,12,50,12, ,2,1,99,99,99,99,999,99,9999,99,9999,999,10, ,1,997,999,0,0,0,0,0,1,1,1,1,1,0,0,0,0,3,2,173,65,7,1,4,1,8,8,1,4,99,99,99,99,99,999,99,9999,99,9999,999,10, 
18606,1,1,1,10904,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
01306,2,1,1,10903,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,996,96,996,96,996,96,996,96,996,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,996,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,96,996,96, ,96,96,96,96,96,96,996,96,9996,96,9999,996,96, ,96,999,999,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,996,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,9999,996,96, 
16204,2,1,1,10904,2,1,2,8,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,1,99,999,99,999,99,999,99,99,9,999,99,999,99,8,9,95,95,4,7,99,99,99,7,99,99,99,99,2,2,994,994,4,1,1,2,2,99,1,99,2,8,72,5,35,2,9999,14,45,11, ,2,2,99,2,99,99,999,99,9999,99,9999,999,99, ,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,159,52,6,99,99,1,7,4,1,2,99,99,9,1,2,79,3,23,2,9999,40,96, 
